name,roaster,roast,loc_country,origin,100g_USD,rating,review_date,review
Burundi Kabarore Commune,Jaunt Coffee Roasters,Medium-Light,United States,Burundi,5.88,92,202206,"Delicate, balanced, sweet-toned. Baking chocolate, pear, almond, fresh-cut oak, agave syrup in aroma and cup. Brisk acidity; velvety-smooth mouthfeel. Sweetly nutty finish supported by notes of agave and oak."
Dreadnaught Espresso,Trident Coffee,Medium,United States,Peru,5.28,92,202207,"Evaluated as espresso. Chocolaty, roast-rounded. Cocoa powder, date, salted caramel, gardenia, fresh-cut fir in aroma and small cup. Crisp, velvety mouthfeel; sweet, chocolaty and wood-framed finish. In three parts milk, both chocolate and floral notes bloom, with undertones of date and gardenia."
Bat Country Dark Roast Ethiopia,Sightseer Coffee,Medium,United States,Ethiopia,5.88,92,202210,"Crisply chocolaty, floral-toned. Baking chocolate, honeysuckle, dried persimmon, almond nougat, fresh-cut oak in aroma and cup. Richly sweet structure with gentle, round acidity; plush, buttery mouthfeel. Chocolaty and floral finish with undertones of almond."
Ethiopia Keramo Natural,Rusty Dog Coffee,Medium-Light,United States,Ethiopia,5.22,93,202206,"Richly aromatic, deeply fruit-toned. Raspberry jam, almond nougat, lemon balm, cocoa nib, cedar in aroma and cup. Gently tart structure with pert acidity; plush, satiny mouthfeel. Crisp, fruity, cocoa-toned finish."
Rwanda Karambi Station Natural,RamsHead Coffee Roasters,Medium-Light,United States,Rwanda,5.14,93,202207,"Crisply tart, sweetly herbaceous. Tangerine, thyme, tea rose, fresh-cut oak, baking chocolate in aroma and cup. Sweet-tart structure with brisk acidity; satiny-smooth mouthfeel. The citrusy finish leads with notes of tangerine and tea rose."
Ethiopia Yirgacheffe Konga Natural,Cozy House Coffee,Medium-Light,Taiwan,Ethiopia,4.93,93,202204,"Deeply sweet-savory. Blackberry, hop flowers, sandalwood, cocoa nib, a hint of lemon verbena in aroma and cup. Sweet-savory structure with gentle, round acidity; full, syrupy mouthfeel. Cocoa-toned sandalwood and blackberry notes characterize the resonant finish."
Guatemala Antigua Bella Carmona,Cozy House Coffee,Medium-Light,Taiwan,Guatemala,4.93,93,202204,"Floral-driven, crisply cocoa-toned. Baking chocolate, magnolia, golden raisin, almond brittle, cedar in aroma and cup. Sweet structure with brisk acidity; syrupy-smooth mouthfeel. Baking chocolate and magnolia carry the finish, with undertones of fresh-cut cedar."
Ethiopia Gediyo Yirgacheffe Gedeb Worka Banko Gotiti Natural,Home in Harmony,Medium-Light,Taiwan,Ethiopia,4.93,93,202202,"Crisp, balanced, richly sweet. Dried blackberry, agave syrup, hop flowers, almond nougat, cocoa nib in aroma and cup. Sweet-savory structure with lively acidity; full, satiny mouthfeel. Notes of agave syrup and blackberry lead in the finish, with support from inviting bittersweet, hop-like florals."
Odin’s Viking Brew,Chaos Coffee Company,Medium-Dark,United States,Indonesia,4.26,93,202204," Rich-toned, deeply sweet. Dark chocolate, date, singed cedar, Bing cherry, saltwater taffy. Deepy sweet structure with gentle acidity; viscous, smooth mouthfeel. The finish consolidates to dark chocolate and saltwater taffy."
Guo Mei Zhu,Luv Moshi,Medium-Light,Taiwan,Colombia,4.67,93,202202,"Balanced, chocolaty, nut-toned. Baking chocolate, hazelnut butter, date, orange zest, cedar in aroma and cup. Sweet in structure with bright acidity; crisp, velvety mouthfeel. The nut-toned finish is long and very sweet."
Ethiopia Karamo Natural,Tipico Coffee,Medium-Light,United States,Ethiopia,5.22,93,202203,"Gently sweet-tart, citrus-toned. Cocoa nib, tangerine, lilac, mango, cedar in aroma and cup. Richly sweet structure with brisk acidity; full, syrupy mouthfeel. The quietly tart finish consolidates to cocoa-toned mango and cedar."
Kenya Kahunyo AA,Coffee by Design,Medium-Light,United States,Kenya,4.85,93,202205,"Crisply sweet-savory. Date, magnolia, tamarind, cedar, brown sugar in aroma and cup. Richly bittersweet structure with lively acidity; crisp, velvety mouthfeel. Sweetly tart finish leads with tamarind notes, supported by suggestions of rich cedar."
Ethiopia Gigesa Natural,Espresso Republic,Medium-Light,United States,Ethiopia,4.69,93,202207,"Fruit-centered, sweetly herbaceous. Bing cherry, marjoram, honeysuckle, salted caramel, fresh-cut oak in aroma and cup. Sweetly tart with brisk acidity; full, syrupy-smooth mouthfeel. The crisply sweet finish consolidates around notes of honeysuckle and oak."
Brazil Red Catuaí Double-Anaerobic,Spix's Cafe,Medium-Light,Taiwan,Brazil,4.81,93,202205,"Sweetly and deeply bright. Dried cherry, dark chocolate, magnolia, cedar, marjoram in aroma and cup. Sweetly savory structure with delicate, deep-toned acidity; silky-smooth mouthfeel. Simple, clean finish, chocolaty and sweet."
Ethiopia Washed Botabaa G1 Lot.22/01,Muka Coffee,Light,Taiwan,Ethiopia,4.4,93,202209,"Sweetly floral, richly aromatic. Magnolia, raspberry, cocoa nib, lemon-thyme, agave syrup in aroma and cup. Sweetly tart structure with bright, juicy acidity; full, syrupy-smooth mouthfeel. The finish leads with notes of magnolia  and raspberry with distinct undertones of cocoa nib."
Bella Carmona Guatemala,JBC Coffee Roasters,Medium-Light,United States,Guatemala,5.0,93,202208,"Evaluated as espresso. Caramel, almond butter, yellow plum, orange zest, cedar in aroma and small cup. Crisp, satiny mouthfeel; richly nut-driven finish. In three parts milk, almond and caramel tones commingle, supported by plum and cedar."
Ethiopia Yirgacheffe Kochere,Cup to Cup Coffee Roasters,Medium-Light,United States,Ethiopia,3.53,93,202208,"Crisp, spicy, orange-toned. Spice box, black currant, orange, cocoa, a hint of sweet flowers in aroma and cup. Sweet-tart structure with a briskly savory edge; full, plump mouthfeel. Rich and round in the finish: orange, blackberry, a continued hint of flowers.  "
Ethiopia Botabaa,Evie's Cafe,Medium-Light,Taiwan,Ethiopia,2.83,93,202208,"Round, deep, yet delicately lively, sweetly nut-toned. Roasted pistachio, caramel, date, lime, freesia in aroma and cup. Complexly layered structure with light-footed, engaging acidity; lightly satiny mouthfeel. Long, layered finish: lime and caramel."
Nicaragua La Bastilla Estate Anaerobic,RamsHead Coffee Roasters,Medium-Light,United States,Nicaragua,5.14,93,202208,"Deeply lactic-sweet, rich-toned. Bubblegum, rhododendron, cocoa nib, fresh leather, grape candy in aroma and cup. Richly bittersweet structure with tangy, lactic acidity; delicate, lightly syrupy mouthfeel. The sweet, long finish consolidates to notes of bubblegum and cocoa nib with undertones of rhododendron."
Guatemala Finca Las Victorias Anaerobic Natural,Euphora Coffee,Medium-Light,Taiwan,Guatemala,4.41,93,202210,"Sweetly savory, deep-toned. Dark chocolate, red plum, hop flowers, bay leaf, agave syrup in aroma and cup. Crisply sweet structure with savory undertones and gentle acidity; full, viscous mouthfeel. Gently dying finish with leading notes of dark chocolate and hop flowers."
Proyecto Aurora,El Gran Cafe,Medium-Light,Guatemala,Guatemala,2.94,93,202211,"Chocolaty, floral-framed. Cocoa nib, honeysuckle, date, almond butter, cedar in aroma and cup. Sweet structure with bright acidity; satiny-smooth mouthfeel. Cocoa nib and honeysuckle carry the finish, with hints of cedar underneath."
Finca El Potrero,El Gran Cafe,Medium-Light,Guatemala,Guatemala,2.94,93,202211,"High-toned, enticingly sweet. Black cherry, narcissus, cashew butter, lemon verbena, juniper bark in aroma and cup. Sweet-tart structure with bright acidity; crisp, satiny-smooth mouthfeel. The finish leads with notes of black cherry and lemon verbena, rounding to creamy cashew in the long."
Chacayá Santiago Atitlán,El Gran Cafe,Medium-Light,Guatemala,Guatemala,4.7,93,202211," Vibrantly sweet, subtly nuanced. Apricot, dark chocolate, hazelnut, hyacinth, honey in aroma and cup. Sweetly tart structure with brisk acidity; smooth, syrupy mouthfeel. The chocolaty finish is supported by notes of apricot and hazelnut. "
Kenya Kamgogo Small Lot Reserve,Dragonfly Coffee Roasters,Medium-Light,United States,Kenya,5.88,93,202205,"Richly sweet-savory, subtly complex. Bing cherry, cocoa nib, Meyer lemon zest, fresh-cut fir, Nutella in aroma and cup. Balanced, sweetly savory structure with juicy-bright acidity; crisp, velvety mouthfeel. The finish consolidates to notes of crisp citrus and sweet Nutella notes."
Colombia UVI Cochidas,Peach Coffee Roasters,Medium-Light,United States,Colombia,5.88,93,202205,"Spice-toned, balanced, crisply sweet. Baking spices, caramel, lily, almond, orange zest in aroma and cup. Crisp, sweet structure with bright acidity; smooth, satiny mouthfeel. Almond notes lead in the finish, supported by caramel and orange zest."
Guatemala ASPROCDEGUA Women Producers,Yellow Brick Coffee,Medium-Light,United States,Guatemala,5.29,93,202205,"Crisply chocolaty, nut-toned. Baking chocolate, pink grapefruit zest, hazelnut brittle, thyme, agave syrup in aroma and cup. Bittersweet structure with brisk acidity; smooth, satiny mouthfeel. Quiet, nut-driven finish with hints of baking chocolate."
Nicaragua Selva Negra,Peach Coffee Roasters,Medium-Light,United States,Nicaragua,5.29,93,202205,"Deeply fruity, richly chocolaty. Grape candy, chocolate fudge, magnolia, walnut butter, agave syrup in aroma and cup. Crisply sweet-taert structure with brisk acidity; plush, syrupy mouthfeel. Quietly fruit-toned, chocolaty finish."
Guatemala Finca Buena Esperanza,Oak & Bond Coffee Company,Medium-Light,United States,Guatemala,5.58,93,202202,"Vibrant, deep, complex. Apricot, baking chocolate, hazelnut, lemon verbena, freesia-like flowers in aroma and cup. Sweetly tart structure with juicy acidity; lightly satiny mouthfeel. A cocoa-toned finish is supported by notes of stone fruit and hazelnut."
Gayo Mandheling Specialty Coffee,Satur Specialty Coffee,Medium-Light,Taiwan,Indonesia,5.26,93,202202,"Rich, deep, sweetly earth-toned. Pipe tobacco, baking chocolate, date, pistachio, jasmine in aroma and cup. Sweet structure with pert acidity; full, creamy mouthfeel. Pipe tobacco and cashew complicate the chocolaty finish."
Gigesa Ethiopia,JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.58,93,202201,"Bright, citrusy. Lime zest, cocoa nib, lychee, marjoram, freesia-like flowers in aroma and cup. Lively structure with crisp acidity; satiny, viscous mouthfeel. The finish consolidates to notes of lime zest and marjoram."
Costa Rica Anaerobic Cordillera de Fuego,RamsHead Coffee Roasters,Medium-Light,United States,Costa Rica,5.86,93,202204,"Deeply sweet-savory, spice-toned. Watermelon, sassafras, clove (and"
Birambo Village DR Congo,JBC Coffee Roasters,Medium-Light,United States,Democratic Republic Of The Congo,5.58,93,202205,"Crisp, balanced, very sweet. Aromatic orchid, apricot, almond, cocoa nib, lemon verbena in aroma and cup. Sweet-toned structure with brisk acidity; very syrupy mouthfeel. Nut- and cocoa-toned finish with undertones of apricot and lemon verbena."
Honduras COMSA Oscar Omar Alonzo,Coffee by Design,Medium-Light,United States,Honduras,5.44,93,202205,"A balanced honey-processed cup that leads with stone fruit and vanilla-like floral notes — sweet, tart, and especially aromatic."
Mexico Ozolotepec,Wonderstate Coffee,Medium-Light,United States,Mexico,5.58,93,202209,"Deeply sweet, crisply chocolaty. Baking chocolate, almond nougat, pear, fresh-cut oak, pink grapefruit zest in aroma and cup. Sweet-toned structure with brisk acidity; full, syrupy-smooth mouthfeel. The finish centers around notes of almond nougat and pink grapefruit zest."
Sumatra Aceh Gayo Mountain Musara Honey Process,Buon Caffe,Medium-Light,Taiwan,Indonesia,5.65,93,202208,"Spice-toned, richly sweet. White peach, nutmeg, tuberose, cocoa nib, fresh-cut fir in aroma and cup. Sweet structure with gentle, round acidity; full, syrupy-smooth mouthfeel. The finish leads with notes of cocoa nib and peach in the short, with fresh-cut fir and hints of tuberose resurfacing in the long."
Costa Rica Cordillera de Fuego,Merge Coffee Company,Medium-Light,United States,Costa Rica,5.58,93,202206,"Crisply sweet, deeply spice-toned. Cinnamon, date, raspberry, baking chocolate, amber in aroma and cup. Sweet structure with gently brisk acidity; full, satiny-smooth mouthfeel. The finish consolidates to notes of date and cinnamon with undertones of amber."
Ethiopia Guracho Natural,Modern Times Coffee,Medium-Light,United States,Ethiopia,5.29,93,202206,"Evaluated as espresso. Delicately berry-toned, richly sweet. Blackberry coulis, cocoa nib, agave syrup, fresh-cut cedar, macadamia nut in aroma and small cup. Silky, viscous mouthfeel; the finish leads with notes of agave syrup and macadamia nut. Especially pretty in cappuccino format, where berry and cocoa notes balance rich aromatic cedar."
Colombia Huila Finca Villabetuila Anaerobic Honey,Branch Street Coffee Roasters,Medium-Light,United States,Colombia,5.86,93,202207,"Deeply and richly sweet, chocolaty. Dried blueberry, chocolate fudge, gardenia, cedar, hazelnut in aroma and cup. Sweet-toned structure with round, fruity acidity; full, creamy mouthfeel. "
Kenya Karindundu AB,Blanchard's Coffee,Medium-Light,United States,Kenya,5.31,93,202210,"Complex, richly bittersweet. Cocoa nib, goji berry, myrrh, cashew butter, hop flowers in aroma and cup. Sweetly savory structure with juicy acidity; crisp, lightly syrupy mouthfeel. The resonant finish leads with goji berry and hop flowers in the short, rounding to cashew butter in the long."
Birhanu Sisters’ Ethiopia,Swelter Coffee,Medium-Light,United States,Ethiopia,5.29,93,202210," Cocoa-toned, juicy and vibrant. Cocoa nib, bergamot, red plum, jasmine, cedar in aroma and cup. Balanced, sweet-toned structure with malic, apple-like acidity; dry, crisp mouthfeel. The cocoa toned finish is complicated by red plum and cedar."
Colombia Aponte’s Guardians,Press Coffee,Medium-Light,United States,Colombia,5.58,93,202210,"Richly sweet, spice-toned. Lemon verbena, peach, cocoa nib, magnolia, almond butter in aroma and cup. Balanced, bittersweet structure with vibrant, juicy acidity; delicate, silky-smooth mouthfeel. The resonant, lingering finish centers around cocoa-toned peach and almond notes."
Bait Alal Community,Qima Coffee,Medium-Light,England,Yemen,20.83,93,202110,"Sweetly bright, intense, perfumy. Passionfruit, banana, chocolate fudge, cedar, lily in aroma and cup. Juicy and lactic tangy-sweet in structure; creamy-smooth in mouthfeel. The sweet but gently drying finish consolidates to suggestions of chocolate, fruit and lily."
Colombia Finca El Paraiso,Dory Coffee Roasters,Medium-Light,Taiwan,Colombia,8.35,93,202102,"Chocolaty, deeply sweet-savory. Dark chocolate, fresh ginger, plum blossom, lemon verbena, Italian parsley in aroma and cup. Savory-leaning structure with sweet undertones and crisp, citrusy acidity; lively, tannic mouthfeel. Gently drying, chocolaty and spice-toned finish."
Ethiopia Guji Hambela Dabaye,Sunny's Coffee,Light,Japan,Ethiopia,9.22,91,202105,"Gently fruit-toned, sweetly tart. Plum, cocoa nib, lemon verbena, oak, maple syrup in aroma and cup. Crisp, high-toned with juicy acidity; satiny mouthfeel. The sweetly herbaceous finish is driven by lemon verbena and maple syrup notes with oak undertones."
Guatemala Acetenango Gesha Lot 2,RamsHead Coffee Roasters,Medium-Light,United States,Guatemala,8.8,93,202101,"Cocoa-and spice-toned. Cocoa powder, cherry, fir, hazelnut, cinnamon in aroma and cup. Sweet structure with bright acidity; full, satiny mouthfeel. The finish is nutty and cocoa-driven, supported by hints of cherry and fir."
Ethiopia Honey Yirgacheffe Koke,Oceana Coffee,Medium-Light,United States,Ethiopia,6.47,93,202101,"Fruit-forward, deep-toned. Blueberry jam, dark chocolate, magnolia, lemon verbena, maple syrup in aroma and cup. Sweet structure with pert acidity; full, syrupy mouthfeel. The berry-driven finish is supported by suggestions of dark chocolate and lemon verbena."
Burundi Buhorwa,Big Shoulders Coffee,Light,United States,Burundi,6.47,93,202012,"Balanced, richly sweet-tart. Lychee, orange zest, amber oil, cocoa nib, narcissus-like flowers in aroma and cup. Sweet-toned structure with poised acidity; syrupy-smooth mouthfeel. The floral-toned finish centers around amber and orange zest suggestions."
Peru Wilmer Alarcon Mirez,Big Shoulders Coffee,Medium-Light,United States,Peru,6.47,93,202012,"Richly aromatic, chocolaty. Dark chocolate, Bing cherry, pink grapefruit zest, lily, fresh-cut oak in aroma and cup. Crisply sweet with brisk acidity; plush, creamy mouthfeel. The finish consolidates to chocolate-covered cherry with lily undertones."
Ethiopia Sidama Bensa Bekele,Drink Coffee Do Stuff,Medium-Light,United States,Ethiopia,6.17,91,202012,"Crisply sweet, citrusy. Orange zest, cocoa powder, hazelnut, oak, maple syrup in aroma and cup. Sweet-toned structure with brisk acidity; delicate, silky mouthfeel. The gently drying finish centers on notes of cocoa-toned orange and hazelnut."
Ka’u Yellow Caturra Anaerobic Natural,Paradise Roasters,Medium-Light,United States,Hawai'I,7.33,93,202011,"Delicately fruit-forward, richly sweet. Strawberry, raspberry coulis, nougat, elm, maple syrup in aroma and cup. Sweet-tart structure with bright, lively acidity; crisp, satiny mouthfeel. The quiet finish leads with notes of strawberry and nougat."
Ethiopia Hambela Benti G1 Washed,Quartet Kaffe,Medium-Light,Taiwan,Ethiopia,8.32,93,202101,"High-toned, crisply sweet-tart. Plum, cocoa nib, maple syrup, lilac, cedar in aroma and cup. Sweetly tart structure with bright, juicy acidity; satiny mouthfeel. Resonant, flavor-saturated finish: plum and lilac in the short with cedar resurfacing in the long."
Kenya Nyeri,Nostalgia Coffee Roasters,Medium-Light,United States,Kenya,8.23,93,202101," Vibrantly sweet-tart, balanced. Lemon drop, red currant, cocoa nib, almond butter, cedar in aroma and cup. Sweetly tart structure with bright, vibrant acidity; crisp, satiny mouthfeel. Finish consolidates to notes of citrusy cocoa and red currant."
Colombia La Esperanza Winey Natural,Coffee Please,Medium-Light,Taiwan,Colombia,6.63,93,202101,"Crisply deep-toned; rich, complex. Dark chocolate, cedar, musk, dried apricot, red wine grape in aroma and cup. Sweet in structure with bright acidity. The rich-toned finish consolidates to red wine grape and musk."
Guatemala Acatenango,Sunny's Coffee,Medium-Light,Japan,Guatemala,8.71,93,202101,"Crisply sweet, gently resonant. Freesia, apricot, pistachio, maple syrup, cedar in aroma and cup. Sweetly savory structure with round acidity; full, syrupy mouthfeel. The finish consolidates to notes of apricot and pistachio."
Ethiopia Sidamo G2 Washed,Cheer Beans,Light,Taiwan,Ethiopia,6.34,92,202104,"Blind assessment: Delicately floral-toned. Lilac, pear, maple syrup, almond, orange zest in aroma and cup. Crisply sweet with brisk acidity; lightly satiny mouthfeel. Almond and caramel notes lead the quiet, pleasing finish."
Ethiopia Dry-Process Guji Hambela,Sunny's Coffee,Light,Japan,Ethiopia,9.22,90,202105,"Balanced, delicate, floral-toned. Dogwood flowers, baking chocolate, apricot, cedar, agave syrup in aroma and cup. Sweet-toned with balanced acidity; satiny-smooth mouthfeel. Chocolaty, gently floral finish with a cedar throughline."
Ethiopia Dry-Process Benti Nenka,Sunny's Coffee,Light,Japan,Ethiopia,9.22,90,202105,"Delicate, crisply sweet. Prairie flowers, fresh-cut fir, almond, orange zest, date in aroma and cup. Sweet-tart structure with brisk acidity; lightly satiny mouthfeel. Wood-framed finish with undertones of orange zest and almond."
Trivarietal,Lina Premium Coffee,Medium-Light,United States,Colombia,7.28,90,202105,"Crisply sweet, cocoa toned. Cocoa powder, date, oak, magnolia, hint of cinnamon in aroma and cup. Sweet-toned structure with pert acidity; velvety mouthfeel. The finish consolidates to notes of magnolia and oak."
Ethiopia Quantit,1951 Coffee Company,Medium-Light,United States,Ethiopia,6.03,92,202103,"Delicate, spice-toned. Bergamot, cocoa nib, yellow plum, almond, a hint of jasmine in aroma and cup. Sweet-savory in structure with brisk acidity; light, satiny mouthfeel. The spice-toned finish leads with notes of bergamot and plum in the short, rounding to nut-toned cocoa in the long."
Guatemala Villatoro Anaerobic,Indaba Coffee Roasters,Medium-Light,United States,Guatemala,8.82,92,202104,"Sweet-savory, deeply aromatic. Dried raspberry, young goat cheese, vanilla, dark chocolate, barley in aroma and cup. Savory-leaning structure with sweet-tart lactic acidity; syrupy-smooth mouthfeel. Fruit-toned, chocolaty finish with a lactic tang."
Kenya Muranga Riakiberu,Jaunt Coffee Roasters,Medium-Light,United States,Kenya,7.05,92,202109,"Deeply sweet, citrus-toned. Magnolia, tangerine zest, caramel, baking chocolate, lemon-thyme in aroma and cup. Sweet structure with brisk acidity; satiny-smooth mouthfeel. The delicate finish centers around notes of baking chocolate and tangerine zest."
Ethiopia Nano Genji,Temple Coffee Roasters,Medium-Light,United States,Ethiopia,6.32,92,202108,"Bright, richly chocolaty. Dark chocolate, pink grapefruit zest, plum, almond, lemon-thyme in aroma and cup. Sweet-tart structure with brisk acidity; full, velvety mouthfeel. Chocolaty, nut-toned finish with undertones of fresh-cut cedar."
Acatenango Pacamara Natural,Qin Mi Coffee,Medium-Light,Taiwan,Guatemala,9.16,92,202109,"Cleanly fruit-forward, chocolaty. Dark chocolate, dried persimmon, halvah, cedar, honey in aroma and cup. Gently bittersweet structure with brisk acidity; very full, syrupy-smooth mouthfeel. Fruit- and chocolate-toned finish, crisp and long."
Taiwan Alluring Scent Estate Natural,Quartet Kaffe,Medium-Light,Taiwan,Taiwan,28.8,93,202101,"Delicately sweet-tart. Tamarind, almond, lemon verbena, baking chocolate, freesia in aroma and cup. Sweet in structure with bright acidity; light, silky mouthfeel. The flavor-saturated finish is centered around notes of tamarind and almond. "
Natural Typica Anaerobic,Hala Tree Kona Coffee,Medium-Light,Hawai'i,Hawai'I,16.53,93,202011,"Spice-toned, fruit-driven. Dried raspberry, cocoa powder, lemon verbena, cedar, agave syrup in aroma and cup. Sweetly tart structure with brisk acidity; full, satiny-smooth mouthfeel. Fruit-toned finish with notes of dried raspberry and cocoa undertones."
Coffea Diversa Yellow Dalle Honey,Paradise Roasters,Light,United States,Guatemala,17.59,92,202011,"Delicately and sweetly herbaceous. Lemon verbena, tangerine zest, cocoa nib, magnolia, oak in aroma and cup. Crisply sweet with gently savory undertones; silky mouthfeel. The finish consolidates to notes of lemon verbena and oak with hints of magnolia-like florals. "
Holiday Blend,Hala Tree Kona Coffee,Medium,Hawai'i,Hawai'I,14.33,93,202011,"Richly sweet, chocolaty, spice-toned. Dark chocolate, plum, macadamia nut, baking spices, narcissus in aroma and cup. Sweet structure with gentle, round acidity; syrupy-smooth mouthfeel. The finish is deeply chocolaty with notes of baking spices lingering into the long."
Flower Queens of Africa Blend,Green Stone Coffee,Medium-Light,Taiwan,Ethiopia,9.6,93,202011,"Richly fruit- and floral-toned. Blueberry, gardenia, dark chocolate, orange zest, a hint of thyme in aroma and cup. Sweet-savory with gently fruity acidity; full, satiny-smooth mouthfeel.The finish consolidates to notes of blueberry and dark chocolate with undertones of thyme."
Rum Barrel Aged Kauai Coffee,Kauai Coffee Company,Medium,Hawai'i,Hawai'I,17.64,92,202012,"Deep-toned, sweetly fermenty. Oak barrel, chocolate fudge, raspberry, freesia-like flowers, a hint of rum in aroma and cup. Sweet structure with gentle, round acidity; satiny-smooth mouthfeel. Chocolaty, oak-toned finish with rum undertones."
Kona Lactic Natural Black Rock Farm,Paradise Roasters,Medium-Light,United States,Hawai'I,22.0,93,202011,"Sweetly tart, deeply savory. Baking spices, caramel, goat milk yogurt, baking chocolate, violet in aroma and cup. Sweet-savory structure with pert acidity; viscous, creamy mouthfeel. A delicate finish consolidates to baking spices with goat milk undertones."
Ka’u Lehua Black Honey,Big Island Coffee Roasters,Medium-Light,Hawai'i,Hawai'I,9.52,93,202101,"Sweetly savory, complex. Pipe tobacco, date, narcissus, almond, baking chocolate in aroma and cup. Sweet-toned with lively acidity; very full, creamy mouthfeel. The finish centers on notes of date and pipe tobacco."
Hawai’i Ka’u Champagne Natural,Paradise Roasters,Medium-Light,United States,Hawai'I,17.59,93,202012,"Deeply sweet, tropical. Pineapple, lychee, baking chocolate, jasmine, lemon verbena in aroma and cup. Sweetly tart with very lively, phosphoric acidity; silky-smooth mouthfeel. The finish is fruit-driven with jasmine undertones."
Magic Cat Civet Ethiopia Sidamo Shantwene Litchi Rose Washed,"Good Chance Biotechnology, Ltd.",Medium-Light,Taiwan,Ethiopia,90.83,93,202012," Sweetly tart, vibrant. Dried apricot, caramel, magnolia, thyme, oak in aroma and cup. Sweet-tart structure with brisk acidity; plush, viscous mouthfeel. The quiet finish leads with notes of caramel-toned apricot and fresh-cut oak."
Ethiopia Guji Uraga Yabitu,Sunny's Coffee,Light,Japan,Ethiopia,9.22,92,202105,"Citrusy and sweetly herbaceous, cocoa-toned. Cocoa nib, marjoram, pink grapefruit zest, nougat, cedar in aroma and cup. Sweetly savory with juicy acidity; silky-smooth mouthfeel. The finish consolidates to notes of cocoa nib, marjoram and nougat."
Bolivia Finca El Arcangel,Hidden Coffee HK,Medium-Light,Hong Kong,Bolivia,17.94,91,202109,"Crisply sweet, delicately aromatic. Hazelnut, date, tiger lily, fresh-cut fir, agave syrup in aroma and cup. Sweet structure with brisk acidity; velvety-smooth mouthfeel. The wood-framed finish is sweetly nut-toned into the long."
Kona Medium-Dark Roast,Kona Love Coffee Co.,Medium,Hawai'i,Hawai'I,10.29,90,202110,"Sweetly roast-toned, floral. Gardenia, dark chocolate, raisin, gently scorched oak, cashew in aroma and cup. Sweet-toned structure with gentle, round acidity; delicate, velvety mouthfeel. Dark chocolate and gardenia lead in the finish, supported by smoky oak."
Kona Classic Dark,Paradise Roasters,Medium,United States,Hawai'I,17.59,92,202103,"Deeply sweet, chocolaty. Chocolate fudge, magnolia, almond brittle, gently scorched sandalwood, marshmallow in aroma and cup. Bittersweet structure with gentle, round acidity; full, creamy mouthfeel. Chocolaty finish with almond and sandalwood undertones. "
Alishan Taiwan,Le Brewlife,Medium-Light,Taiwan,Taiwan,20.22,90,202109,"Crisply cocoa-toned. Baking chocolate, magnolia, pie cherry, oak, cane sugar in aroma and cup. Sweet structure with brisk acidity; crisp, silky mouthfeel. Cocoa-driven finish with undertones of oak and cane sugar."
Finca Lerida Gesha Natural,Thanksgiving Coffee Company,Medium-Light,United States,Panama,13.23,92,202105,"Richly sweet, floral-toned. Magnolia, date, almond, caramel, fresh-cut cedar in aroma and cup. Sweet structure with gentle, round acidity; full, syrupy-smooth mouthfeel. Floral and nut-toned finish."
Kona Medium Roast,Kona Love Coffee Co.,Medium-Light,Hawai'i,Hawai'I,10.29,92,202110,"Richly sweet, deep-toned. Baking chocolate, hazelnut, date, magnolia, cedar in aroma and cup. Sweet in structure with brisk acidity; satiny mouthfeel. Chocolate-toned finish with undertones of hazelnut and cedar."
Panama Geisha,Baba Java Coffee,Medium-Light,United States,Panama,17.64,92,202108,"Richly sweet, floral-toned. Honeysuckle, raisin, pistachio, caramel, fresh-cut cedar in aroma and cup. Sweet-toned structure with gentle, round acidity; velvety-smooth mouthfeel. Floral and nut-toned finish."
Colombia Bandida Lactic Natural,Peach Coffee Roasters,Medium-Light,United States,Colombia,8.52,93,202106,"Bright, juicy, high-toned. Bing cherry, chocolate fudge, toffee, hop flowers, cedar in aroma and cup. Sweetly savory with vibrant, citrusy acidity; very smooth, satiny mouthfeel. The tart-leaning finish is rounded by sweet chocolate notes."
Colombia Lagoon Java Anaerobic,Big Shoulders Coffee,Medium-Light,United States,Colombia,7.35,93,202107,"Fruit-forward, high-toned. Pink grapefruit zest, rhododendron, baking chocolate, agave syrup, freesia in aroma and cup. Sweet-toned structure with brisk acidity; very full, syrupy mouthfeel. Crisply sweet, floral-toned finish with citrus undertones."
Ethiopia Oromia Anaerobic Natural,Nine Point Coffee,Medium,Taiwan,Ethiopia,7.11,93,202105,"Roasty-sweet, floral-toned. Golden raisin, gently scorched cedar, dark chocolate, freesia-like flowers, molasses in aroma and cup. Crisply sweet structure with brisk acidity; satiny mouthfeel. Very sweet, long finish with pleasing notes of dark chocolate, freesia, and a complicating hint of smokiness."
Natural Mexico Ixhuatlan del Cafe,Ming's Coffee Playroom,Light,Taiwan,Mexico,6.4,93,202105,"Vibrant, gently fruit-toned. Dried apricot, lemon drop, freesia-like flowers, oak, honey in aroma and cup. Sweetly tart structure with brisk acidity; full, satiny-smooth mouthfeel. The resonant finish consolidates to notes of lemon balm and honey, supported by fresh-cut oak."
